,Unnamed: 0,database,database_id,uniprot_id,title,organism,taxonomy_id,evidence_level,protein,fold,label_index
5752,5752,tr,M9SZV9,M9SZV9_CYLRU,3FTx-Cyl-2,Cylindrophis ruffus,186578,2,Three-Finger_Toxins(3FTX),val,5
5753,5753,tr,A0A6P9C8Z9,A0A6P9C8Z9_PANGU,Probable weak neurotoxin 3FTx-Lio1,Pantherophis guttatus,94885,3,Three-Finger_Toxins(3FTX),train,5
5754,5754,tr,M9T2J4,M9T2J4_AZEFE,3FTx-Aze-1,Azemiops feae,8773,2,Three-Finger_Toxins(3FTX),train,5
5755,5755,tr,A0A6P9CDN4,A0A6P9CDN4_PANGU,Neurotoxin 3FTx-LT-like,Pantherophis guttatus,94885,4,Three-Finger_Toxins(3FTX),train,5
5756,5756,sp,Q9YI19,VM2MC_GLOBR,Zinc metalloproteinase/disintegrin,Gloydius brevicauda,3148161,1,Disintegrins,train,1
5757,5757,sp,Q072L5,VM2_BOTAS,Zinc metalloproteinase/disintegrin,Bothrops asper,8722,1,Disintegrins,train,1
5758,5758,sp,Q9IAB0,VM2CO_AGKCO,Zinc metalloproteinase/disintegrin,Agkistrodon contortrix contortrix,8713,1,Disintegrins,train,1
5759,5759,sp,P0C6E4,VM2JN_PROJR,Zinc metalloproteinase/disintegrin,Protobothrops jerdonii,242841,1,Disintegrins,train,1
5760,5760,sp,Q805F6,VM2AB_AGKCO,Zinc metalloproteinase/disintegrin,Agkistrodon contortrix contortrix,8713,1,Disintegrins,val,1
5761,5761,sp,A3R0T9,VM3_OPHHA,Zinc metalloproteinase-disintegrin-like ohanin,Ophiophagus hannah,8665,1,Disintegrins,train,1
5762,5762,sp,P0DJ44,VM3_VIPAA,Zinc metalloproteinase-disintegrin-like VaH1 (Fragment),Vipera ammodytes ammodytes,8705,1,Disintegrins,train,1
5763,5763,sp,Q698K8,VM2L4_GLOBR,Zinc metalloproteinase/disintegrin (Fragment),Gloydius brevicauda,3148161,1,Disintegrins,train,1
5764,5764,sp,P14530,VM2HA_PROFL,Zinc metalloproteinase/disintegrin,Protobothrops flavoviridis,88087,1,Disintegrins,train,1
5765,5765,sp,P0DJ43,VM3_MICIK,Zinc metalloproteinase-disintegrin-like mikarin (Fragment),Micropechis ikaheca,66188,1,Disintegrins,train,1
5766,5766,sp,Q5XUW8,VM2IA_BOTIN,Zinc metalloproteinase/disintegrin,Bothrops insularis,8723,1,Disintegrins,test,1
5767,5767,sp,C0L2T8,VM2C1_CRODO,Zinc metalloproteinase/disintegrin,Crotalus durissus collilineatus,221569,1,Disintegrins,train,1
5768,5768,sp,P83912,VM2JT_PROJR,Zinc metalloproteinase-disintegrin jerdonitin,Protobothrops jerdonii,242841,1,Disintegrins,val,1
5769,5769,sp,Q7ZZS9,VM2J_PROJR,Zinc metalloproteinase/disintegrin,Protobothrops jerdonii,242841,1,Disintegrins,train,1
5770,5770,sp,P0C7B1,VM3BG_BOTAL,Zinc metalloproteinase-disintegrin-like BaG (Fragment),Bothrops alternatus,64174,1,Disintegrins,test,1
5771,5771,sp,U5PZ28,VM2H1_BOTLA,Zinc metalloproteinase-disintegrin BlatH1,Bothriechis lateralis,44727,1,Disintegrins,test,1
5772,5772,sp,P0DJE2,VM3A_VIPAA,Zinc metalloproteinase-disintegrin-like ammodytagin (Fragment),Vipera ammodytes ammodytes,8705,1,Disintegrins,test,1
5773,5773,sp,P0C6E8,VM3G1_CRAGM,Zinc metalloproteinase/disintegrin (Fragment),Craspedocephalus gramineus,8767,1,Disintegrins,test,1
5774,5774,sp,Q90495,VM3E_ECHCA,Zinc metalloproteinase-disintegrin-like ecarin,Echis carinatus,40353,1,Disintegrins,val,1
5775,5775,sp,Q805F4,VM2PB_AGKPI,Zinc metalloproteinase/disintegrin,Agkistrodon piscivorus piscivorus,8716,1,Disintegrins,train,1
5776,5776,sp,P0C6E3,VM2B1_AGKBI,Zinc metalloproteinase-disintegrin bilitoxin-1,Agkistrodon bilineatus,8718,1,Disintegrins,train,1
5777,5777,sp,P0DJH5,VM3DM_DABSI,Zinc metalloproteinase-disintegrin-like daborhagin-M (Fragment),Daboia siamensis,343250,1,Disintegrins,train,1
5778,5778,sp,Q90WC0,VM2HS_GLOBR,Zinc metalloproteinase/disintegrin (Fragment),Gloydius brevicauda,3148161,1,Disintegrins,train,1
5779,5779,sp,Q2LD49,VM3TM_TRIST,Zinc metalloproteinase-disintegrin-like TSV-DM,Trimeresurus stejnegeri,39682,1,Disintegrins,train,1
5780,5780,sp,D6PXE8,VM3B_NAJAT,Zinc metalloproteinase-disintegrin-like atrase-B,Naja atra,8656,1,Disintegrins,train,1
5781,5781,sp,P17349,VM2E1_PROEL,Zinc metalloproteinase/disintegrin,Protobothrops elegans,88086,1,Disintegrins,train,1
5782,5782,sp,P0DJH3,VMP3A_DEIAC,Zinc metalloproteinase-disintegrin-like AAV1 (Fragment),Deinagkistrodon acutus,36307,1,Disintegrins,train,1
5783,5783,sp,D3TTC2,VM3H_NAJAT,Zinc metalloproteinase-disintegrin-like atragin,Naja atra,8656,1,Disintegrins,val,1
5784,5784,sp,O93523,VM3BP_BOTJA,Zinc metalloproteinase-disintegrin-like bothropasin,Bothrops jararaca,8724,1,Disintegrins,test,1
5785,5785,sp,Q8JIR2,VM3HA_PROFL,Zinc metalloproteinase/disintegrin-like HR1a,Protobothrops flavoviridis,88087,1,Disintegrins,train,1
5786,5786,sp,Q6T271,VM2BI_BITGA,Zinc metalloproteinase/disintegrin (Fragment),Bitis gabonica,8694,1,Disintegrins,train,1
5787,5787,sp,Q98SP2,VM2J2_BOTJA,Zinc metalloproteinase/disintegrin,Bothrops jararaca,8724,1,Disintegrins,train,1
5788,5788,sp,Q4VM07,VM3VB_MACLB,Zinc metalloproteinase-disintegrin-like VLAIP-B,Macrovipera lebetinus,3148341,1,Disintegrins,train,1
5789,5789,sp,Q8UVG0,VM3BE_BOTER,Zinc metalloproteinase-disintegrin-like berythractivase,Bothrops erythromelas,44710,1,Disintegrins,train,1
5790,5790,sp,P0DM90,VM32B_GLOBR,Zinc metalloproteinase-disintegrin-like brevilysin H2b,Gloydius brevicauda,3148161,1,Disintegrins,val,1
5791,5791,sp,P0DM89,VM32A_GLOBR,Zinc metalloproteinase-disintegrin-like brevilysin H2a,Gloydius brevicauda,3148161,1,Disintegrins,train,1
5792,5792,sp,P34182,VM2AE_CROAT,Zinc metalloproteinase/disintegrin,Crotalus atrox,8730,1,Disintegrins,train,1
5793,5793,sp,Q14FJ4,VM2OC_ECHOC,Zinc metalloproteinase/disintegrin,Echis ocellatus,99586,1,Disintegrins,train,1
5794,5794,sp,O57413,VM2T3_PROMU,Zinc metalloproteinase/disintegrin,Protobothrops mucrosquamatus,103944,1,Disintegrins,test,1
5795,5795,sp,Q1PHZ4,VM3B1_BOTJR,Zinc metalloproteinase-disintegrin-like BjussuMP-1 (Fragment),Bothrops jararacussu,8726,1,Disintegrins,train,1
5796,5796,sp,Q10749,VM3M1_NAJMO,Snake venom metalloproteinase-disintegrin-like mocarhagin,Naja mossambica,8644,1,Disintegrins,train,1
5797,5797,sp,B8K1W0,VM3DK_DABRR,Zinc metalloproteinase-disintegrin-like daborhagin-K,Daboia russelii,8707,1,Disintegrins,train,1
5798,5798,sp,P30403,VM2RH_CALRH,Zinc metalloproteinase/disintegrin,Calloselasma rhodostoma,8717,1,Disintegrins,train,1
5799,5799,sp,Q90ZI3,VM3H1_PROFL,Zinc metalloproteinase-disintegrin-like HV1,Protobothrops flavoviridis,88087,1,Disintegrins,val,1
5800,5800,sp,Q90YA6,VM2E2_PROEL,Zinc metalloproteinase/disintegrin,Protobothrops elegans,88086,1,Disintegrins,train,1
5801,5801,sp,P0C7B0,VM3H6_GLOBR,Zinc metalloproteinase-disintegrin-like brevilysin H6,Gloydius brevicauda,3148161,1,Disintegrins,train,1
5802,5802,sp,P20164,VM3HB_PROFL,Zinc metalloproteinase-disintegrin-like HR1b,Protobothrops flavoviridis,88087,1,Disintegrins,train,1
5803,5803,sp,D3TTC1,VM3KL_NAJAT,Zinc metalloproteinase-disintegrin-like kaouthiagin-like,Naja atra,8656,1,Disintegrins,test,1
5804,5804,sp,Q98995,VM2L2_MACLB,Zinc metalloproteinase/disintegrin,Macrovipera lebetinus,3148341,1,Disintegrins,train,1
5805,5805,sp,P0C6R9,VM3A_BOTAL,Zinc metalloproteinase-disintegrin-like alternagin (Fragment),Bothrops alternatus,64174,1,Disintegrins,train,1
5806,5806,sp,Q8AWI5,VM3HA_GLOHA,Zinc metalloproteinase-disintegrin-like halysase,Gloydius halys,8714,1,Disintegrins,train,1
5807,5807,sp,Q0NZX5,VM2JA_BOTJA,Zinc metalloproteinase/disintegrin,Bothrops jararaca,8724,1,Disintegrins,train,1
5808,5808,sp,Q4VM08,VM3VA_MACLB,Zinc metalloproteinase-disintegrin-like VLAIP-A,Macrovipera lebetinus,3148341,1,Disintegrins,test,1
5809,5809,sp,Q9W6M5,VM3AH_DEIAC,Zinc metalloproteinase-disintegrin-like acurhagin,Deinagkistrodon acutus,36307,1,Disintegrins,val,1
5810,5810,sp,P17347,VM2EA_ECHCS,Disintegrin metalloproteinase/disintegrin echistatin (Fragment),Echis carinatus sochureki,124223,1,Disintegrins,train,1
5811,5811,sp,Q2UXQ5,VM3E2_ECHOC,Zinc metalloproteinase-disintegrin-like EoVMP2,Echis ocellatus,99586,1,Disintegrins,test,1
5812,5812,sp,A0A0B4U9L8,VMF1_VIPAA,Zinc metalloproteinase-disintegrin-like protein F1,Vipera ammodytes ammodytes,8705,1,Disintegrins,train,1
5813,5813,sp,Q9DGB9,VM3V1_CROAT,Zinc metalloproteinase-disintegrin-like VAP1,Crotalus atrox,8730,1,Disintegrins,test,1
5814,5814,sp,Q90282,VM3VB_CROAT,Zinc metalloproteinase-disintegrin-like VAP2B,Crotalus atrox,8730,1,Disintegrins,train,1
5815,5815,sp,P30431,VM3JA_BOTJA,Zinc metalloproteinase-disintegrin-like jararhagin (Fragment),Bothrops jararaca,8724,1,Disintegrins,train,1
5816,5816,sp,A4PBQ9,VM3VA_CROAT,Zinc metalloproteinase-disintegrin-like VAP2A,Crotalus atrox,8730,1,Disintegrins,test,1
5817,5817,sp,R4NNL0,VMH3_VIPAA,Zinc metalloproteinase-disintegrin-like protein H3,Vipera ammodytes ammodytes,8705,1,Disintegrins,val,1
5818,5818,sp,Q7SZE0,VM2SA_GLOIT,Zinc metalloproteinase/disintegrin,Gloydius intermedius,44732,2,Disintegrins,train,1
5819,5819,sp,P18619,VM2FL_PROFL,Zinc metalloproteinase/disintegrin,Protobothrops flavoviridis,88087,1,Disintegrins,train,1
5820,5820,sp,A8QL48,VM3_BUNFA,Zinc metalloproteinase-disintegrin-like BfMP (Fragment),Bungarus fasciatus,8613,2,Disintegrins,train,1
5821,5821,sp,A8QL49,VM3_BUNMU,Zinc metalloproteinase-disintegrin-like BmMP,Bungarus multicinctus,8616,1,Disintegrins,train,1
5822,5822,sp,A8QL59,VM3_NAJAT,Zinc metalloproteinase-disintegrin-like NaMP,Naja atra,8656,2,Disintegrins,train,1
5823,5823,sp,E9NW26,VM2P1_PROMU,Zinc metalloproteinase/disintegrin PMMP-1,Protobothrops mucrosquamatus,103944,2,Disintegrins,train,1
5824,5824,sp,Q9IAX6,VM2M2_DEIAC,Zinc metalloproteinase/disintegrin (Fragment),Deinagkistrodon acutus,36307,2,Disintegrins,train,1
5825,5825,sp,O73795,VM2MB_GLOBR,Zinc metalloproteinase/disintegrin,Gloydius brevicauda,3148161,2,Disintegrins,train,1
5826,5826,sp,D8VNS0,VM3_CERRY,Zinc metalloproteinase-disintegrin-like,Cerberus rynchops,46267,1,Disintegrins,train,1
5827,5827,sp,Q9PVK9,VM2MD_GLOBR,Zinc metalloproteinase/disintegrin,Gloydius brevicauda,3148161,2,Disintegrins,train,1
5828,5828,sp,Q2QA02,VM3_CRODD,Zinc metalloproteinase-disintegrin-like,Crotalus durissus durissus,31150,2,Disintegrins,train,1
5829,5829,sp,Q1PBD1,VM2DI_GLOHA,Zinc metalloproteinase/disintegrin,Gloydius halys,8714,2,Disintegrins,train,1
5830,5830,sp,E9NW27,VM2P2_PROMU,Zinc metalloproteinase/disintegrin PMMP-2,Protobothrops mucrosquamatus,103944,2,Disintegrins,train,1
5831,5831,sp,P0DKR0,VM3_BOTMO,Zinc metalloproteinase-disintegrin-like moojenin (Fragment),Bothrops moojeni,98334,1,Disintegrins,train,1
5832,5832,sp,P0DM87,VM2_TRIST,Zinc metalloproteinase-disintegrin stejnitin,Trimeresurus stejnegeri,39682,1,Disintegrins,train,1
5833,5833,sp,P0DM97,VM25A_BITAR,Zinc metalloproteinase-disintegrin BA-5A,Bitis arietans,8692,2,Disintegrins,train,1
5834,5834,sp,Q90220,VM2H1_GLOHA,Zinc metalloproteinase/disintegrin,Gloydius halys,8714,2,Disintegrins,train,1
5835,5835,sp,Q92043,VM3AA_CROAT,Zinc metalloproteinase-disintegrin-like atrolysin-A (Fragment),Crotalus atrox,8730,1,Disintegrins,train,1
5836,5836,sp,Q8AWX7,VM2AG_GLOHA,Zinc metalloproteinase-disintegrin agkistin,Gloydius halys,8714,2,Disintegrins,val,1
5837,5837,sp,A0A6B7FMR5,VMMP3_VIPAA,Disintegrin-like/cysteine-rich protein MPIII-3,Vipera ammodytes ammodytes,8705,1,Disintegrins,train,1
5838,5838,sp,C0HL97,VM3_CROVE,Zinc metalloproteinase-disintegrin-like uracoina-1 (Fragment),Crotalus vegrandis,184545,1,Disintegrins,train,1
5839,5839,sp,J3SBP9,VM28_CROAD,Zinc metalloproteinase-disintegrin 8,Crotalus adamanteus,8729,1,Disintegrins,train,1
5840,5840,sp,J3S829,VM32A_CROAD,Zinc metalloproteinase-disintegrin-like 2a,Crotalus adamanteus,8729,1,Disintegrins,train,1
5841,5841,sp,J3S830,VM33_CROAD,Zinc metalloproteinase-disintegrin-like 3a,Crotalus adamanteus,8729,1,Disintegrins,train,1
5842,5842,sp,J3SDW6,VM32D_CROAD,Zinc metalloproteinase-disintegrin-like 2d,Crotalus adamanteus,8729,1,Disintegrins,val,1
5843,5843,sp,J3SDW8,VM38_CROAD,Zinc metalloproteinase-disintegrin-like 8,Crotalus adamanteus,8729,1,Disintegrins,train,1
5844,5844,sp,P82942,VM3K_NAJKA,Hemorrhagic metalloproteinase-disintegrin-like kaouthiagin,Naja kaouthia,8649,1,Disintegrins,val,1
5845,5845,sp,V5TBK6,VMH4A_VIPAA,Zinc metalloproteinase-disintegrin-like protein H4 subunit A,Vipera ammodytes ammodytes,8705,1,Disintegrins,train,1
5846,5846,sp,F8RKW0,VM38_DRYCN,Zinc metalloproteinase-disintegrin-like MTP8,Drysdalia coronoides,66186,1,Disintegrins,train,1
5847,5847,sp,F8RKW1,VM34_DRYCN,Zinc metalloproteinase-disintegrin-like MTP4,Drysdalia coronoides,66186,1,Disintegrins,train,1
5848,5848,sp,F8RKV9,VM39_DRYCN,Zinc metalloproteinase-disintegrin-like MTP9,Drysdalia coronoides,66186,1,Disintegrins,test,1
5849,5849,sp,Q9PVK7,VM3_NAJKA,Zinc metalloproteinase-disintegrin-like cobrin,Naja kaouthia,8649,2,Disintegrins,val,1
5850,5850,sp,P0DM88,VM3_PROJR,Zinc metalloproteinase-disintegrin-like jerdohagin (Fragment),Protobothrops jerdonii,242841,1,Disintegrins,train,1
5851,5851,sp,Q8QG88,VM36A_BOTIN,Zinc metalloproteinase-disintegrin-like BITM06A,Bothrops insularis,8723,2,Disintegrins,train,1
5852,5852,sp,P0DJ87,VM3L_BOTLC,Zinc metalloproteinase-disintegrin-like leucurogin (Fragment),Bothrops leucurus,157295,2,Disintegrins,train,1
5853,5853,sp,C9E1S1,VM2V2_AGKPL,Zinc metalloproteinase/disintegrin VMP-II,Agkistrodon piscivorus leucostoma,459671,2,Disintegrins,val,1
5854,5854,sp,Q9PWJ0,VM2A2_DEIAC,Zinc metalloproteinase/disintegrin,Deinagkistrodon acutus,36307,1,Disintegrins,train,1
5855,5855,sp,F8S108,VM34_CROAD,Zinc metalloproteinase-disintegrin-like 4a,Crotalus adamanteus,8729,1,Disintegrins,train,1
5856,5856,sp,Q1PS45,VM3AK_DEIAC,Zinc metalloproteinase-disintegrin-like agkihagin,Deinagkistrodon acutus,36307,2,Disintegrins,train,1
5857,5857,sp,C9E1R9,VM2V2_CROVV,Zinc metalloproteinase/disintegrin VMP-II,Crotalus viridis viridis,8742,2,Disintegrins,val,1
5858,5858,sp,Q98UF9,VM3H3_BOTJA,Zinc metalloproteinase-disintegrin-like HF3,Bothrops jararaca,8724,1,Disintegrins,val,1
5859,5859,sp,P15503,VM2TA_CRAGM,Zinc metalloproteinase/disintegrin,Craspedocephalus gramineus,8767,1,Disintegrins,train,1
5860,5860,sp,C9E1R7,VM2V2_CROAT,Zinc metalloproteinase-disintegrin VMP-II,Crotalus atrox,8730,2,Disintegrins,train,1
5861,5861,sp,Q3HTN1,VM3SA_TRIST,Zinc metalloproteinase-disintegrin-like stejnihagin-A,Trimeresurus stejnegeri,39682,2,Disintegrins,train,1
5862,5862,sp,Q3HTN2,VM3SB_TRIST,Zinc metalloproteinase-disintegrin-like stejnihagin-B,Trimeresurus stejnegeri,39682,2,Disintegrins,train,1
5863,5863,sp,P0DJH2,VM3AL_TRIAB,Zinc metalloproteinase-disintegrin-like alborhagin (Fragment),Trimeresurus albolabris,8765,1,Disintegrins,train,1
5864,5864,sp,C9E1R8,VM3V3_CROVV,Zinc metalloproteinase-disintegrin-like VMP-III,Crotalus viridis viridis,8742,2,Disintegrins,train,1
5865,5865,sp,C9E1S0,VM3V3_AGKPL,Zinc metalloproteinase-disintegrin-like VMP-III,Agkistrodon piscivorus leucostoma,459671,2,Disintegrins,train,1
5866,5866,sp,Q6X1T6,VM3E6_ECHOC,Zinc metalloproteinase-disintegrin-like EoMP06 (Fragment),Echis ocellatus,99586,2,Disintegrins,train,1
5867,5867,sp,P31989,VM2JC_BOTJA,Zinc metalloproteinase/disintegrin (Fragment),Bothrops jararaca,8724,1,Disintegrins,train,1
5868,5868,sp,Q2UXR0,VM3E1_ECHOC,Zinc metalloproteinase-disintegrin-like Eoc1,Echis ocellatus,99586,2,Disintegrins,train,1
5869,5869,sp,P22028,VM3B_BOTJA,Zinc metalloproteinase-disintegrin-like botrocetin (Fragment),Bothrops jararaca,8724,1,Disintegrins,train,1
5870,5870,sp,J9Z332,VM2_CROAD,Zinc metalloproteinase-disintegrin VMP-II,Crotalus adamanteus,8729,2,Disintegrins,train,1
5871,5871,sp,P17497,VM2_BITAR,Disintegrin bitistatin,Bitis arietans,8692,1,Disintegrins,train,1
5872,5872,sp,O42138,VM3AD_AGKCL,Zinc metalloproteinase-disintegrin-like ACLD,Agkistrodon contortrix laticinctus,2782196,2,Disintegrins,train,1
5873,5873,sp,P0C6S4,VM2TO_ERIMA,Disintegrin eristostatin,Eristicophis macmahoni,110227,1,Disintegrins,train,1
5874,5874,sp,Q805F7,DIDA_AGKCO,Disintegrin acostatin-alpha,Agkistrodon contortrix contortrix,8713,1,Disintegrins,train,1
5875,5875,sp,C5H5D2,VM31_BOTAT,Zinc metalloproteinase-disintegrin-like batroxstatin-1,Bothrops atrox,8725,2,Disintegrins,train,1
5876,5876,sp,C5H5D4,VM33_BOTAT,Zinc metalloproteinase-disintegrin-like batroxstatin-3 (Fragment),Bothrops atrox,8725,2,Disintegrins,train,1
5877,5877,sp,C5H5D1,VM31_CRODC,Zinc metalloproteinase-disintegrin-like crotastatin (Fragment),Crotalus durissus cascavella,184540,2,Disintegrins,test,1
5878,5878,sp,P83253,DID1A_MACLB,Disintegrin lebein-1-alpha,Macrovipera lebetinus,3148341,1,Disintegrins,train,1
5879,5879,sp,Q90221,VM2H2_GLOHA,Zinc metalloproteinase/disintegrin (Fragment),Gloydius halys,8714,2,Disintegrins,train,1
5880,5880,sp,O93516,VM2S2_GLOBR,Zinc metalloproteinase/disintegrin (Fragment),Gloydius brevicauda,3148161,2,Disintegrins,train,1
5881,5881,sp,P0DM46,VM3A_MICCO,Zinc metalloproteinase-disintegrin-like (Fragment),Micrurus corallinus,54390,1,Disintegrins,train,1
5882,5882,sp,Q0NZX6,VM2JR_BOTJA,Zinc metalloproteinase-disintegrin jararin (Fragment),Bothrops jararaca,8724,2,Disintegrins,train,1
5883,5883,sp,O93517,VM3S4_GLOBR,Zinc metalloproteinase/disintegrin (Fragment),Gloydius brevicauda,3148161,2,Disintegrins,train,1
5884,5884,sp,O93518,VM3S5_GLOBR,Zinc metalloproteinase/disintegrin (Fragment),Gloydius brevicauda,3148161,2,Disintegrins,train,1
5885,5885,sp,Q7SZD9,VM2US_GLOUS,Zinc metalloproteinase/disintegrin ussurin,Gloydius ussuriensis,35671,2,Disintegrins,train,1
5886,5886,sp,E9NW28,VM2P3_PROMU,Zinc metalloproteinase/disintegrin (Fragment),Protobothrops mucrosquamatus,103944,2,Disintegrins,test,1
5887,5887,sp,O93515,VM2S3_GLOBR,Zinc metalloproteinase-disintegrin salmosin-3 (Fragment),Gloydius brevicauda,3148161,2,Disintegrins,train,1
5888,5888,sp,C0HJM4,VM2_CROSM,Disintegrin simusmin,Crotalus simus,1043007,1,Disintegrins,train,1
5889,5889,sp,P0C7N3,VM3CR_CROVV,Zinc metalloproteinase-disintegrin-like crovidisin (Fragment),Crotalus viridis viridis,8742,1,Disintegrins,train,1
5890,5890,sp,A2CJE4,VM3C_CROAT,Zinc metalloproteinase-disintegrin-like catroriarin (Fragment),Crotalus atrox,8730,2,Disintegrins,train,1
5891,5891,sp,Q0NZX9,VM3B2_BOTJA,Zinc metalloproteinase-disintegrin-like bothrojarin-2 (Fragment),Bothrops jararaca,8724,1,Disintegrins,train,1
5892,5892,sp,A2CJE2,VM3S_CROSS,Zinc metalloproteinase-disintegrin-like scutiarin (Fragment),Crotalus scutulatus scutulatus,8738,2,Disintegrins,train,1
5893,5893,sp,A2CJE3,VM3V_CROVV,Zinc metalloproteinase-disintegrin-like viristiarin (Fragment),Crotalus viridis viridis,8742,2,Disintegrins,train,1
5894,5894,sp,Q0NZX8,VM3B3_BOTJA,Zinc metalloproteinase-disintegrin-like bothrojarin-3 (Fragment),Bothrops jararaca,8724,1,Disintegrins,train,1
5895,5895,sp,D5LMJ3,VM3A_NAJAT,Zinc metalloproteinase-disintegrin-like atrase-A,Naja atra,8656,2,Disintegrins,train,1
5896,5896,sp,P0C7X6,VM212_CROHD,Disintegrin horridistatin-2,Crotalus horridus,35024,1,Disintegrins,train,1
5897,5897,sp,P0C7X7,VM212_CROSS,Disintegrin mojastin-2,Crotalus scutulatus scutulatus,8738,1,Disintegrins,train,1
5898,5898,sp,P68520,VM2IC_CROAT,Disintegrin crotatroxin,Crotalus atrox,8730,1,Disintegrins,test,1
5899,5899,sp,Q9DGH6,VM2_GLOHA,Disintegrin saxatilin,Gloydius halys,8714,1,Disintegrins,train,1
5900,5900,sp,Q0NZX7,VM3B4_BOTJA,Zinc metalloproteinase-disintegrin-like bothrojarin-4 (Fragment),Bothrops jararaca,8724,2,Disintegrins,train,1
5901,5901,sp,Q0NZY0,VM3B1_BOTJA,Zinc metalloproteinase-disintegrin-like bothrojarin-1 (Fragment),Bothrops jararaca,8724,2,Disintegrins,test,1
5902,5902,sp,Q90Y44,VM3H_GLOHA,Disintegrin-like halysetin,Gloydius halys,8714,1,Disintegrins,val,1
5903,5903,sp,P0DM77,VM2_DEIAC,Disintegrin accutin,Deinagkistrodon acutus,36307,1,Disintegrins,train,1
5904,5904,sp,P85005,VM3PN_PROSR,Zinc metalloproteinase-disintegrin-like proatherocytin (Fragment),Proatheris superciliaris,110218,1,Disintegrins,val,1
5905,5905,sp,C0LZJ5,VM3LC_MACLN,Disintegrin-like leberagin-C,Macrovipera lebetina transmediterranea,384075,1,Disintegrins,train,1
5906,5906,sp,Q3BER4,DID5A_ECHOC,Disintegrin EO5A,Echis ocellatus,99586,1,Disintegrins,train,1
5907,5907,sp,P0C6B6,VM2AL_TRIAB,Zinc metalloproteinase homolog-disintegrin albolatin,Trimeresurus albolabris,8765,1,Disintegrins,train,1
5908,5908,sp,Q6T6T3,DID1_BITGA,Disintegrin gabonin-1,Bitis gabonica,8694,1,Disintegrins,train,1
5909,5909,sp,Q3BER1,DIS_ECHOC,Disintegrin ocellatusin,Echis ocellatus,99586,1,Disintegrins,val,1
5910,5910,sp,P83469,DIS_MACLO,Disintegrin obtustatin,Macrovipera lebetina obtusa,209528,1,Disintegrins,train,1
5911,5911,sp,Q7ZZM2,DIS_PROJR,Disintegrin jerdostatin,Protobothrops jerdonii,242841,1,Disintegrins,train,1
5912,5912,sp,P81743,VM2AB_ERIMA,Disintegrin EMF10B,Eristicophis macmahoni,110227,1,Disintegrins,test,1
5913,5913,sp,Q076D1,VM31_CRODU,Zinc metalloproteinase-disintegrin-like crotastatin,Crotalus durissus terrificus,8732,2,Disintegrins,train,1
5914,5914,sp,Q3BER3,DID4A_ECHOC,Disintegrin EO4A,Echis ocellatus,99586,1,Disintegrins,train,1
5915,5915,sp,C5H5D5,VM31_LACMR,Zinc metalloproteinase-disintegrin-like lachestatin-1,Lachesis muta rhombeata,60219,2,Disintegrins,train,1
5916,5916,sp,C5H5D6,VM32_LACMR,Zinc metalloproteinase-disintegrin-like lachestatin-2,Lachesis muta rhombeata,60219,2,Disintegrins,train,1
5917,5917,sp,C5H5D3,VM32_BOTAT,Zinc metalloproteinase-disintegrin-like batroxstatin-2 (Fragment),Bothrops atrox,8725,2,Disintegrins,test,1
5918,5918,sp,Q3BK14,DIS_MACLB,Disintegrin lebestatin,Macrovipera lebetinus,3148341,1,Disintegrins,train,1
5919,5919,sp,Q3BK13,DID2A_MACLB,Disintegrin lebein-2-alpha,Macrovipera lebetinus,3148341,1,Disintegrins,train,1
5920,5920,sp,P83254,DID1B_MACLB,Disintegrin lebein-1-beta,Macrovipera lebetinus,3148341,1,Disintegrins,val,1
5921,5921,sp,C0HJM5,VM2_CERSA,Disintegrin sasaimin,Cerrophidion sasai,1200835,1,Disintegrins,train,1
5922,5922,sp,P0DW30,VM2_METMX,Disintegrin atropoimin (Fragment),Metlapilcoatlus mexicanus,2902644,1,Disintegrins,train,1
5923,5923,sp,Q7LZK1,VM2EB_ECHPL,Disintegrin echistatin-beta,Echis pyramidum leakeyi,38415,1,Disintegrins,test,1
5924,5924,sp,H9M5U4,VM2_CRORU,Disintegrin rubistatin (Fragment),Crotalus ruber ruber,8736,2,Disintegrins,train,1
5925,5925,sp,C0HK50,VM2_CROTA,Disintegrin tzabcanin,Crotalus tzabcan,1043006,1,Disintegrins,val,1
5926,5926,sp,P0C6A5,VM2A6_VIPAA,Disintegrin VA6,Vipera ammodytes ammodytes,8705,1,Disintegrins,train,1
5927,5927,sp,P0C6A9,VM25A_MACLO,Disintegrin VLO5A,Macrovipera lebetina obtusa,209528,1,Disintegrins,train,1
5928,5928,sp,P0C6A7,VM27B_VIPBB,Disintegrin VB7B,Vipera berus berus,31156,1,Disintegrins,train,1
5929,5929,sp,Q801Z4,VM2_BOTAL,Disintegrin DisBa-01,Bothrops alternatus,64174,1,Disintegrins,train,1
5930,5930,sp,P18618,VM2_BOTAT,Disintegrin batroxostatin,Bothrops atrox,8725,1,Disintegrins,val,1
5931,5931,sp,Q5EE07,DID_ECHCA,Disintegrin (Fragment),Echis carinatus,40353,1,Disintegrins,train,1
5932,5932,sp,P17495,VM2B_CRAGM,Disintegrin trigramin-beta-2,Craspedocephalus gramineus,8767,1,Disintegrins,train,1
5933,5933,sp,P23323,VM2C_PROFL,Disintegrin CTF-II,Protobothrops flavoviridis,88087,1,Disintegrins,train,1
