,database,database_id,uniprot_id,title,organism,taxonomy_id,evidence_level,protein,fold
1627,tr,A0A8C5WXU7,A0A8C5WXU7_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1628,tr,A0A8C6X0J8,A0A8C6X0J8_NAJNA,C-type lectin domain-containing protein,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1629,tr,A0A8C5SUH3,A0A8C5SUH3_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1630,tr,A0A8C6V3Y2,A0A8C6V3Y2_NAJNA,C-type lectin domain-containing protein,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1631,tr,A0A8C6V5F9,A0A8C6V5F9_NAJNA,C-type lectin domain-containing protein,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1632,tr,A0A8C6VC08,A0A8C6VC08_NAJNA,C-type lectin domain-containing protein,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1633,tr,A0A2D4HM07,A0A2D4HM07_MICLE,C-type lectin domain-containing protein (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1634,tr,A0A8C6V911,A0A8C6V911_NAJNA,C-type lectin domain-containing protein,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1635,tr,A0A8C6VN69,A0A8C6VN69_NAJNA,C-type lectin domain-containing protein,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1636,tr,A0A8C6XYE5,A0A8C6XYE5_NAJNA,C-type lectin domain-containing protein,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1637,tr,A0A8C5SD07,A0A8C5SD07_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1638,tr,A0A2H6MX90,A0A2H6MX90_9SAUR,C-type lectin domain-containing protein,Micrurus carvalhoi,3147026,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1639,tr,A0A8C6VMP5,A0A8C6VMP5_NAJNA,C-type lectin domain-containing protein,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1640,tr,A0A8C5SKQ2,A0A8C5SKQ2_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1641,tr,A0A8C5S3S7,A0A8C5S3S7_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1642,tr,A0A8C5S517,A0A8C5S517_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1643,tr,A0A2D4NCM3,A0A2D4NCM3_9SAUR,C-type lectin domain-containing protein,Micrurus spixii,129469,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1644,tr,A0A8C5SDW4,A0A8C5SDW4_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1645,tr,A0A8C5SA22,A0A8C5SA22_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1646,tr,A0A8C5RQ61,A0A8C5RQ61_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1647,tr,A0A670ZLF0,A0A670ZLF0_PSETE,C-type lectin domain-containing protein,Pseudonaja textilis,8673,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1648,tr,A0A8C5SNJ3,A0A8C5SNJ3_LATLA,C-type lectin domain-containing protein,Laticauda laticaudata,8630,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1649,tr,A0A2D4G4Q2,A0A2D4G4Q2_MICCO,C-type lectin domain-containing protein (Fragment),Micrurus corallinus,54390,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1650,tr,A0A2D4IGM5,A0A2D4IGM5_MICLE,C-type lectin domain-containing protein,Micrurus lemniscatus lemniscatus,129467,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1651,tr,A0A670YUE4,A0A670YUE4_PSETE,C-type lectin domain-containing protein,Pseudonaja textilis,8673,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1652,tr,A0A2H6NCC9,A0A2H6NCC9_9SAUR,C-type lectin domain-containing protein,Micrurus carvalhoi,3147026,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1653,tr,A0A2D4HQX4,A0A2D4HQX4_MICLE,C-type lectin domain-containing protein (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1654,tr,V8NIW0,V8NIW0_OPHHA,C-type lectin domain-containing protein (Fragment),Ophiophagus hannah,8665,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1655,tr,A0A8T1N2H8,A0A8T1N2H8_BOTJA,Venom C-type lectin,Bothrops jararaca,8724,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1656,tr,A0AAW1BWK2,A0AAW1BWK2_CROAD,C-type lectin domain-containing protein,Crotalus adamanteus,8729,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1657,tr,A0A6J1UBZ4,A0A6J1UBZ4_9SAUR,C-type lectin domain family 11 member A,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1658,tr,A0A670Z8W6,A0A670Z8W6_PSETE,C-type lectin domain family 3 member B,Pseudonaja textilis,8673,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1659,tr,A0A8T1N374,A0A8T1N374_BOTJA,Snake venom C-type Lectin,Bothrops jararaca,8724,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1660,tr,A0A8T1N2Z0,A0A8T1N2Z0_BOTJA,Snake venom C-type Lectin,Bothrops jararaca,8724,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1661,tr,V8NYX2,V8NYX2_OPHHA,C-type lectin domain family 4 member E (Fragment),Ophiophagus hannah,8665,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1662,tr,A0A223PK18,A0A223PK18_DABRR,C-type lectin domain family 16 member A (Fragment),Daboia russelii,8707,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1663,tr,A0AAW1C5E7,A0AAW1C5E7_CROAD,C-type lectin domain family 14 member A,Crotalus adamanteus,8729,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1664,tr,A0A8T1N5V4,A0A8T1N5V4_BOTJA,Encode snake venom C-type Lectin protein,Bothrops jararaca,8724,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1665,tr,A0AAW1BDN4,A0AAW1BDN4_CROAD,VENOM COMPONENT: C-type lectin-snaclec-subunit-beta 3 like,Crotalus adamanteus,8729,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1666,tr,A0AAW1BEF1,A0AAW1BEF1_CROAD,VENOM COMPONENT: C-type lectin-snaclec-subunit-alpha 1 like,Crotalus adamanteus,8729,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1667,tr,F8S0Z1,F8S0Z1_CROAD,C-type lectin 10,Crotalus adamanteus,8729,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1668,tr,A0A193CHJ9,A0A193CHJ9_CROTA,C-type lectin 3,Crotalus tzabcan,1043006,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1669,tr,D2YVL0,D2YVL0_DEMVE,Venom C-type lectin galactose binding isoform variant 1,Demansia vestigiata,412038,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1670,tr,D2YVL1,D2YVL1_DEMVE,Venom C-type lectin galactose binding isoform variant 2,Demansia vestigiata,412038,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1671,tr,A0A6B7FMP6,A0A6B7FMP6_VIPAA,C-type lectin-like Snaclec-9,Vipera ammodytes ammodytes,8705,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1672,tr,D2YVH9,D2YVH9_OXYSU,Venom C-type lectin mannose binding isoform 5 variant 1,Oxyuranus scutellatus,8668,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1673,tr,T1E3D8,T1E3D8_CROHD,C-type lectin 11,Crotalus horridus,35024,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1674,tr,T1D6Q8,T1D6Q8_CROHD,C-type lectin 4,Crotalus horridus,35024,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1675,tr,A0A077L7Y5,A0A077L7Y5_PROEL,C-type lectin B (Fragment),Protobothrops elegans,88086,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1676,tr,A0A0A1WCM8,A0A0A1WCM8_ECHCO,C-type lectin A,Echis coloratus,64175,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1677,tr,A0A6J1VJI9,A0A6J1VJI9_9SAUR,C-type lectin-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1678,tr,A0A6P9B9E4,A0A6P9B9E4_PANGU,C-type lectin-like,Pantherophis guttatus,94885,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1679,tr,A0A9F2WIG5,A0A9F2WIG5_PYTBI,C-type lectin-like,Python bivittatus,176946,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1680,tr,J3SDV4,J3SDV4_CROAD,C-type lectin 4e,Crotalus adamanteus,8729,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1681,tr,G9DCI0,G9DCI0_CROHE,C-type lectin 4,Crotalus helleri,8741,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1682,tr,J3SDV3,J3SDV3_CROAD,C-type lectin 3f,Crotalus adamanteus,8729,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1683,tr,A0A077LD04,A0A077LD04_PROEL,C-type lectin B subunit (Fragment),Protobothrops elegans,88086,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1684,tr,A0A194ART9,A0A194ART9_9SAUR,C-type lectin 7b,Agkistrodon piscivorus,8715,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1685,tr,A0A194AQQ0,A0A194AQQ0_9SAUR,C-type lectin 1a,Agkistrodon piscivorus,8715,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1686,tr,A0A194APM7,A0A194APM7_9SAUR,C-type lectin 9d,Agkistrodon piscivorus,8715,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1687,tr,T1E3E0,T1E3E0_CROHD,C-type lectin 10,Crotalus horridus,35024,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1688,tr,A0A1W7RK05,A0A1W7RK05_AGKCO,C-type lectin 4,Agkistrodon contortrix contortrix,8713,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1689,tr,A0A1W7RJX7,A0A1W7RJX7_AGKCO,C-type lectin 6,Agkistrodon contortrix contortrix,8713,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1690,tr,A0A194APW2,A0A194APW2_SISTE,C-type lectin 12b,Sistrurus tergeminus,8757,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1691,tr,A0A194AS16,A0A194AS16_SISMB,C-type lectin 6c,Sistrurus miliarius barbouri,8759,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1692,tr,A0A194APU3,A0A194APU3_SISTE,C-type lectin 2,Sistrurus tergeminus,8757,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1693,tr,A0A194AQA5,A0A194AQA5_AGKCO,C-type lectin 10a,Agkistrodon contortrix contortrix,8713,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1694,tr,A0A1W7RJZ6,A0A1W7RJZ6_AGKCO,C-type lectin 3,Agkistrodon contortrix contortrix,8713,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1695,tr,A0A194ASN9,A0A194ASN9_SISTE,C-type lectin 3,Sistrurus tergeminus,8757,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1696,tr,A0A194ARP7,A0A194ARP7_SISTE,C-type lectin 6,Sistrurus tergeminus,8757,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1697,tr,A0A194ATU4,A0A194ATU4_SISMB,C-type lectin 8c,Sistrurus miliarius barbouri,8759,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1698,tr,A0A0A1WCM3,A0A0A1WCM3_ECHCO,C-type lectin F,Echis coloratus,64175,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1699,tr,A0A0A1WCD4,A0A0A1WCD4_ECHCO,C-type lectin I,Echis coloratus,64175,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1700,tr,A0A0A1WDX5,A0A0A1WDX5_ECHCO,C-type lectin E (Fragment),Echis coloratus,64175,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1701,tr,A0A0A1WD30,A0A0A1WD30_ECHCO,C-type lectin G (Fragment),Echis coloratus,64175,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1702,tr,A0A0A1WCL8,A0A0A1WCL8_ECHCO,C-type lectin K,Echis coloratus,64175,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1703,tr,A0A1B3AXS5,A0A1B3AXS5_BITAR,C-type lectin-like protein,Bitis arietans,8692,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1704,tr,A0A9F2R5Z6,A0A9F2R5Z6_PYTBI,C-type lectin BPL-like,Python bivittatus,176946,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1705,tr,A0A9F5IUU9,A0A9F5IUU9_PYTBI,C-type lectin BpLec-like,Python bivittatus,176946,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1706,tr,A0A6I9YNT3,A0A6I9YNT3_9SAUR,C-type lectin BPL-like,Thamnophis sirtalis,35019,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1707,tr,A0A6P9B9E0,A0A6P9B9E0_PANGU,C-type lectin BpLec-like,Pantherophis guttatus,94885,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1708,tr,T2HP30,T2HP30_PROFL,C-type lectin alpha subunit (Fragment),Protobothrops flavoviridis,88087,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1709,tr,T2HQ64,T2HQ64_PROFL,C-type lectin alpha subunit,Protobothrops flavoviridis,88087,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1710,tr,A0A2H4N3D3,A0A2H4N3D3_BOTMO,C-type lectin isoform 1 (Fragment),Bothrops moojeni,98334,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1711,tr,A0A2H4N3D1,A0A2H4N3D1_BOTMO,C-type lectin isoform 2 (Fragment),Bothrops moojeni,98334,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1712,tr,T2HP53,T2HP53_PROFL,C-type lectin beta subunit (Fragment),Protobothrops flavoviridis,88087,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1713,tr,T2HQM1,T2HQM1_OVOOK,C-type lectin alpha subunit,Ovophis okinavensis,8769,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1714,tr,A0A077LD34,A0A077LD34_PROFL,C-type lectin F IX/X A (Fragment),Protobothrops flavoviridis,88087,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1715,tr,A0AAW1B6H4,A0AAW1B6H4_CROAD,C-type lectin LmsL-like,Crotalus adamanteus,8729,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1716,tr,A0A346CI85,A0A346CI85_SPISL,C-type lectin 4 (Fragment),Spilotes sulphureus,1899469,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1717,tr,A0A6P9CN74,A0A6P9CN74_PANGU,C-type lectin lectoxin-Thr1-like,Pantherophis guttatus,94885,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1718,tr,A0A6P9AV05,A0A6P9AV05_PANGU,C-type lectin BfL-1-like,Pantherophis guttatus,94885,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1719,tr,I7JA31,I7JA31_BITRH,C-type lectin like protein 4,Bitis rhinoceros,715877,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1720,tr,A0A6J1W4U1,A0A6J1W4U1_9SAUR,C-type lectin lectoxin-Lei1-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1721,tr,A0A8C6XI95,A0A8C6XI95_NAJNA,Mannose receptor C-type 1,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1722,tr,A0A670ZUQ1,A0A670ZUQ1_PSETE,Mannose receptor C-type 1,Pseudonaja textilis,8673,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1723,tr,A0A670ZUD2,A0A670ZUD2_PSETE,Mannose receptor C-type 1,Pseudonaja textilis,8673,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1724,tr,A0A670ZUR1,A0A670ZUR1_PSETE,Mannose receptor C-type 1,Pseudonaja textilis,8673,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1725,tr,A0A8C6XJU5,A0A8C6XJU5_NAJNA,Mannose receptor C-type 1,Naja naja,35670,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1726,tr,A0AAW1BDT3,A0AAW1BDT3_CROAD,C-type lectin lectoxin-Thr1-like,Crotalus adamanteus,8729,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1727,tr,A0AAW1BEF2,A0AAW1BEF2_CROAD,C-type lectin lectoxin-Thr1-like,Crotalus adamanteus,8729,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1728,tr,A0AAW1B710,A0AAW1B710_CROAD,C-type lectin BpLec-like,Crotalus adamanteus,8729,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1729,tr,A0A6P9CS48,A0A6P9CS48_PANGU,C-type lectin mannose-binding isoform-like,Pantherophis guttatus,94885,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1730,tr,A0AAW1B7J7,A0AAW1B7J7_CROAD,C-type lectin LmsL-like,Crotalus adamanteus,8729,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1731,tr,A0AAW1B6Z3,A0AAW1B6Z3_CROAD,C-type lectin Cal-like,Crotalus adamanteus,8729,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1732,tr,A0A6J1VXV3,A0A6J1VXV3_9SAUR,C-type lectin mannose-binding isoform-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1733,tr,A0A346CI83,A0A346CI83_SPISL,C-type lectin 2 (Fragment),Spilotes sulphureus,1899469,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1734,tr,A0A346CI86,A0A346CI86_SPISL,C-type lectin 3 (Fragment),Spilotes sulphureus,1899469,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1735,tr,A0A346CI84,A0A346CI84_SPISL,C-type lectin 1 (Fragment),Spilotes sulphureus,1899469,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1736,tr,A0A068B4V7,A0A068B4V7_GLOIT,C-type lectin alpha,Gloydius intermedius,44732,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1737,tr,A0A068B2C1,A0A068B2C1_GLOIT,C-type lectin beta,Gloydius intermedius,44732,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1738,tr,A0A0B8RV90,A0A0B8RV90_9SAUR,C-type lectin 9a,Philothamnus irregularis,1899461,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1739,tr,T2HPA6,T2HPA6_PROFL,C-type lectin factor IX/X binding protein A subunit (Fragment),Protobothrops flavoviridis,88087,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1740,tr,A0A182C5T0,A0A182C5T0_9SAUR,C-type lectin,Phalotris mertensi,1260334,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1741,tr,A0A646QCY7,A0A646QCY7_9SAUR,C-type lectin,Thelotornis mossambicanus,1328036,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1742,tr,A0A646QBS2,A0A646QBS2_9SAUR,C-type lectin,Thelotornis mossambicanus,1328036,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1743,tr,D5J9S1,D5J9S1_9SAUR,C-type lectin,Bungarus flaviceps,8614,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,val
1744,tr,A0A182C5T5,A0A182C5T5_9SAUR,C-type lectin,Phalotris mertensi,1260334,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1745,tr,A0A646QEJ2,A0A646QEJ2_9SAUR,C-type lectin,Thelotornis mossambicanus,1328036,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1746,tr,A0AAW1BEZ9,A0AAW1BEZ9_CROAD,C-type lectin lectoxin-Thr1-like,Crotalus adamanteus,8729,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1747,tr,A0A098LYB4,A0A098LYB4_9SAUR,C-type lectin,Opheodrys aestivus,186591,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1748,tr,C6JUN6,C6JUN6_MICCO,C-type lectin,Micrurus corallinus,54390,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1749,tr,A0A6B2FAF0,A0A6B2FAF0_9SAUR,C-type lectin domain-containing protein,Bothriechis nubestris,1766655,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1750,tr,A0A6B2F4T7,A0A6B2F4T7_9SAUR,C-type lectin domain-containing protein,Bothriechis nubestris,1766655,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1751,tr,C6JUN7,C6JUN7_MICCO,C-type lectin,Micrurus corallinus,54390,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1752,tr,A0A6B2FD68,A0A6B2FD68_9SAUR,C-type lectin domain-containing protein,Bothriechis nubestris,1766655,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1753,tr,A0AAW1BEV9,A0AAW1BEV9_CROAD,C-type lectin lectoxin-Thr1-like,Crotalus adamanteus,8729,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1754,tr,A0A6B2F7N8,A0A6B2F7N8_9SAUR,C-type lectin domain-containing protein,Bothriechis nubestris,1766655,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1755,tr,A0A6B2F3W9,A0A6B2F3W9_BOTNI,C-type lectin domain-containing protein,Bothriechis nigroviridis,88079,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1756,tr,A0A098M244,A0A098M244_9SAUR,C-type lectin 7a,Hypsiglena sp. JMG-2014,1550645,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1757,tr,A0AAW1BLE4,A0AAW1BLE4_CROAD,F5/8 type C domain-containing protein,Crotalus adamanteus,8729,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1758,tr,A0AAW1BKU4,A0AAW1BKU4_CROAD,F5/8 type C domain-containing protein,Crotalus adamanteus,8729,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1759,tr,A0A6J1VUB9,A0A6J1VUB9_9SAUR,C-type lectin domain family 2 member B-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1760,tr,A0A6J1VI19,A0A6J1VI19_9SAUR,C-type lectin domain family 2 member D-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1761,tr,A0A6J1VT64,A0A6J1VT64_9SAUR,C-type lectin domain family 2 member B-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1762,tr,A0A6J1W0Q0,A0A6J1W0Q0_9SAUR,C-type lectin domain family 2 member D-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1763,tr,A0A6J1VBX7,A0A6J1VBX7_9SAUR,C-type lectin domain family 2 member D-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1764,tr,A0A6J1W173,A0A6J1W173_9SAUR,C-type lectin domain family 2 member B-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1765,tr,A0A6J1W2F9,A0A6J1W2F9_9SAUR,C-type lectin domain family 4 member F-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1766,tr,A0A6J1VAF7,A0A6J1VAF7_9SAUR,C-type lectin domain family 2 member F-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1767,tr,A0A6P9AWH5,A0A6P9AWH5_PANGU,C-type lectin mannose-binding isoform-like isoform X1,Pantherophis guttatus,94885,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1768,tr,A0A670YU35,A0A670YU35_PSETE,C-type lectin domain family 5 member A-like,Pseudonaja textilis,8673,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1769,tr,V8N2G7,V8N2G7_OPHHA,F5/8 type C domain-containing protein (Fragment),Ophiophagus hannah,8665,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1770,tr,A0A346CLX7,A0A346CLX7_9SAUR,C-type lectin 4 (Fragment),Ahaetulla prasina,499056,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1771,tr,A0A346CLX8,A0A346CLX8_9SAUR,C-type lectin 7 (Fragment),Ahaetulla prasina,499056,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1772,tr,A0A6J1VVC3,A0A6J1VVC3_9SAUR,C-type lectin domain family 2 member B-like,Notechis scutatus,8663,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,test
1773,tr,A0A0B8RS02,A0A0B8RS02_9SAUR,C-type lectin 7,Philothamnus irregularis,1899461,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1774,tr,A0A1W7RK10,A0A1W7RK10_AGKCO,C-type lectin 5,Agkistrodon contortrix contortrix,8713,3,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1775,tr,A0A346CLW6,A0A346CLW6_BORPO,C-type lectin 6 (Fragment),Borikenophis portoricensis,1260276,2,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
1776,tr,A0A182C5T6,A0A182C5T6_9SAUR,C-type lectin,Phalotris mertensi,1260334,4,Clustered_C-Type_Lectins_or_Lectin-Like_Proteins,train
